id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
761462,35,services,married,secondary,no,879,yes,yes,unknown,21,may,61,1,-1,0,unknown,0
761472,52,management,married,tertiary,no,518,yes,no,unknown,6,may,124,1,-1,0,unknown,0
761475,42,self-employed,married,unknown,yes,-1,no,yes,cellular,16,jul,122,2,-1,0,unknown,0
761484,43,blue-collar,married,secondary,no,11,yes,no,unknown,7,may,106,3,-1,0,unknown,0
761491,47,blue-collar,married,secondary,no,2554,yes,no,cellular,31,jul,74,5,-1,0,unknown,0
761494,33,technician,married,secondary,no,1,yes,no,unknown,6,may,98,1,-1,0,unknown,0
761505,47,technician,married,secondary,no,-2,yes,no,cellular,7,aug,71,1,-1,0,unknown,0
761517,45,blue-collar,married,primary,no,-158,yes,yes,telephone,6,feb,80,4,-1,0,unknown,0
761523,34,blue-collar,married,secondary,no,589,no,no,cellular,23,apr,1565,6,150,4,other,1
761526,59,blue-collar,married,primary,no,-91,yes,no,unknown,4,jun,43,1,-1,0,unknown,0
761528,31,services,married,secondary,no,17,yes,no,unknown,8,may,144,2,-1,0,unknown,0
761534,42,technician,married,secondary,no,2984,no,no,cellular,14,sep,209,1,91,1,success,1
761535,38,technician,married,secondary,no,725,yes,no,unknown,21,may,89,5,-1,0,unknown,0
761538,55,retired,married,secondary,no,-14,no,yes,cellular,8,jul,64,1,-1,0,unknown,0
761547,51,entrepreneur,married,primary,no,-2049,yes,yes,unknown,27,may,159,2,-1,0,unknown,0
761561,51,blue-collar,married,secondary,no,671,yes,no,cellular,28,aug,57,6,-1,0,unknown,0
761563,31,management,single,tertiary,no,957,yes,no,cellular,10,feb,226,2,92,4,success,1
761573,28,technician,single,secondary,no,6651,yes,no,telephone,12,nov,335,2,98,2,success,1
761578,35,technician,married,secondary,no,205,yes,no,cellular,13,may,1313,3,-1,0,unknown,1
761580,36,admin.,divorced,secondary,no,0,no,yes,cellular,7,jul,1279,1,-1,0,unknown,1
761603,43,blue-collar,divorced,secondary,no,-8,yes,no,unknown,21,may,109,1,-1,0,unknown,0
761621,57,blue-collar,married,primary,no,-133,no,yes,cellular,25,aug,122,4,-1,0,unknown,0
761625,47,services,married,primary,no,675,no,no,cellular,22,aug,72,5,-1,0,unknown,0
761636,53,blue-collar,married,secondary,no,-21,no,no,cellular,18,aug,92,4,-1,0,unknown,0
761639,36,management,married,tertiary,no,633,yes,no,cellular,18,nov,77,1,-1,0,unknown,0
761641,28,self-employed,married,primary,yes,-1668,yes,no,unknown,20,jun,10,26,-1,0,unknown,0
761644,36,services,married,secondary,no,-45,yes,no,unknown,2,jun,91,2,-1,0,unknown,0
761657,36,management,married,secondary,no,566,yes,no,cellular,30,jul,81,2,-1,0,unknown,0
761658,34,technician,single,tertiary,no,925,no,no,cellular,27,feb,284,3,-1,0,unknown,1
761659,59,management,married,tertiary,no,725,no,no,cellular,22,aug,67,2,-1,0,unknown,0
761665,36,blue-collar,married,secondary,no,-10,yes,no,unknown,6,jun,123,5,-1,0,unknown,0
761679,31,blue-collar,married,secondary,no,8,yes,yes,unknown,23,may,136,2,-1,0,unknown,0
761683,31,services,married,secondary,no,-218,yes,no,unknown,27,may,124,3,-1,0,unknown,0
761695,52,admin.,married,secondary,no,-288,yes,no,cellular,11,may,81,2,-1,0,unknown,0
761697,57,entrepreneur,married,tertiary,no,16,no,no,cellular,20,aug,58,1,-1,0,unknown,0
761704,32,technician,married,secondary,no,-111,yes,yes,unknown,30,may,139,1,-1,0,unknown,0
761714,38,management,married,tertiary,no,1199,no,no,cellular,3,jun,1089,1,-1,0,unknown,1
761715,44,blue-collar,married,secondary,no,-11,yes,yes,unknown,28,may,85,2,-1,0,unknown,0
761721,46,management,divorced,tertiary,no,-154,yes,no,unknown,20,jun,81,9,-1,0,unknown,0
761724,55,technician,married,secondary,no,14,yes,no,unknown,13,may,68,4,-1,0,unknown,0
761738,35,blue-collar,single,primary,yes,-1,yes,no,unknown,9,may,90,2,-1,0,unknown,0
761739,33,services,married,secondary,no,1513,yes,no,unknown,20,may,97,1,-1,0,unknown,0
761740,50,management,married,secondary,no,2284,yes,no,cellular,18,nov,72,2,113,3,failure,0
761748,48,services,married,secondary,no,-382,yes,no,unknown,9,may,180,1,-1,0,unknown,0
761750,51,admin.,married,secondary,no,3436,yes,no,unknown,29,may,57,7,-1,0,unknown,0
761753,37,management,married,tertiary,no,40,no,no,cellular,8,aug,74,2,-1,0,unknown,0
761757,35,housemaid,married,primary,no,728,no,no,cellular,29,aug,65,2,-1,0,unknown,0
761768,38,blue-collar,married,secondary,no,-208,yes,no,unknown,20,may,198,1,-1,0,unknown,0
761776,33,management,married,tertiary,no,5,no,no,cellular,31,aug,231,1,455,39,other,1
761778,55,technician,married,secondary,no,26,yes,no,unknown,29,may,121,2,-1,0,unknown,0
761779,41,technician,married,tertiary,no,15,yes,no,cellular,21,jul,70,3,-1,0,unknown,0
761783,37,services,married,secondary,no,0,no,no,unknown,6,jun,124,1,-1,0,unknown,0
761784,37,management,single,tertiary,no,538,no,no,cellular,13,nov,176,2,197,2,success,1
761793,61,retired,married,secondary,no,209,no,no,cellular,10,nov,505,3,96,2,success,1
761794,45,blue-collar,married,primary,no,708,no,no,telephone,7,jul,56,12,-1,0,unknown,0
761800,32,blue-collar,divorced,secondary,no,-90,yes,no,cellular,14,may,123,1,370,1,failure,0
761801,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,2,-1,0,unknown,0
761807,72,retired,married,secondary,no,952,no,no,cellular,10,feb,200,2,196,1,success,1
761810,26,management,single,tertiary,no,1040,no,no,cellular,5,jun,1133,1,-1,0,unknown,1
761813,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,90,1,failure,1
761818,30,management,married,tertiary,no,5,no,no,cellular,28,aug,63,2,-1,0,unknown,0
761819,54,management,married,tertiary,no,0,no,no,cellular,28,jul,82,1,-1,0,unknown,0
761827,40,blue-collar,married,primary,no,657,yes,no,cellular,19,nov,58,2,-1,0,unknown,0
761850,72,retired,married,unknown,no,1612,no,no,cellular,28,jul,247,1,91,8,failure,1
761852,43,self-employed,married,primary,no,1820,yes,no,unknown,2,jun,50,3,-1,0,unknown,0
761861,32,blue-collar,married,secondary,no,-745,yes,yes,unknown,26,may,116,1,-1,0,unknown,0
761872,52,management,married,tertiary,no,2939,no,no,cellular,8,sep,882,2,183,1,success,1
761873,48,services,married,secondary,no,526,no,yes,cellular,8,aug,105,2,-1,0,unknown,0
761882,47,technician,married,secondary,no,546,yes,no,unknown,19,may,88,2,-1,0,unknown,0
761886,32,blue-collar,married,primary,no,611,yes,no,unknown,21,may,5,2,-1,0,unknown,0
761889,38,blue-collar,married,primary,no,476,no,no,unknown,14,may,83,1,-1,0,unknown,0
761892,57,management,married,primary,no,523,yes,no,unknown,7,may,113,2,-1,0,unknown,0
761894,58,retired,married,secondary,no,2,yes,yes,cellular,12,may,73,1,356,2,failure,0
761897,59,retired,married,secondary,no,-396,no,yes,cellular,7,aug,104,4,-1,0,unknown,0
761902,47,blue-collar,married,primary,no,549,yes,no,unknown,29,may,144,1,-1,0,unknown,0
761903,46,services,single,secondary,no,725,yes,yes,unknown,28,may,108,1,-1,0,unknown,0
761906,32,admin.,divorced,secondary,no,0,yes,no,unknown,13,may,74,1,-1,0,unknown,0
761924,35,services,married,secondary,no,88,yes,no,unknown,29,may,105,1,-1,0,unknown,0
761931,43,admin.,married,secondary,no,-191,yes,no,cellular,21,jul,70,5,-1,0,unknown,0
761935,45,management,married,secondary,no,414,no,no,unknown,5,jun,67,2,-1,0,unknown,0
761948,47,technician,married,secondary,no,-1136,yes,yes,unknown,29,may,138,1,-1,0,unknown,0
761952,46,entrepreneur,married,secondary,no,0,no,no,cellular,30,jul,121,11,-1,0,unknown,0
761958,55,technician,married,secondary,no,10185,no,no,cellular,4,aug,250,1,182,3,success,1
761964,52,blue-collar,married,secondary,no,-17,no,yes,cellular,31,jul,5,4,-1,0,unknown,0
761969,45,technician,married,secondary,no,-302,yes,yes,cellular,28,jul,78,2,-1,0,unknown,0
761978,50,management,married,tertiary,no,-2,no,no,cellular,28,aug,65,6,-1,0,unknown,0
761988,46,blue-collar,single,secondary,no,1790,yes,yes,unknown,16,may,109,10,-1,0,unknown,0
761990,45,blue-collar,married,unknown,no,-634,no,yes,unknown,9,jun,118,2,-1,0,unknown,0
761999,34,services,married,secondary,no,471,yes,no,unknown,3,jun,114,2,-1,0,unknown,0
762002,30,management,married,tertiary,no,34,no,no,cellular,19,aug,72,2,-1,0,unknown,0
762003,47,blue-collar,married,secondary,no,16,no,no,cellular,14,aug,86,2,-1,0,unknown,0
762005,34,management,single,tertiary,no,544,yes,no,cellular,18,may,59,3,-1,0,unknown,0
762011,58,retired,married,primary,yes,-171,yes,no,unknown,4,jun,76,2,-1,0,unknown,0
762016,50,management,married,tertiary,no,0,no,no,cellular,31,jul,85,20,-1,0,unknown,0
762021,33,blue-collar,married,primary,no,581,yes,no,cellular,18,may,71,1,-1,0,unknown,0
762024,39,blue-collar,married,secondary,no,574,yes,no,cellular,18,jul,76,2,-1,0,unknown,0
762026,47,self-employed,divorced,secondary,no,-869,yes,no,cellular,18,nov,59,1,-1,0,unknown,0
762032,31,admin.,married,secondary,no,-370,yes,no,cellular,31,jul,59,8,-1,0,unknown,0
762041,43,blue-collar,married,secondary,no,-16,yes,no,unknown,21,may,121,3,-1,0,unknown,0
762064,40,entrepreneur,married,secondary,no,1034,yes,yes,cellular,18,nov,68,1,-1,0,unknown,0
762068,29,admin.,married,secondary,no,2934,yes,yes,unknown,26,may,92,2,-1,0,unknown,0
762070,34,technician,married,secondary,no,8,no,no,unknown,1,jul,71,1,-1,0,unknown,0
762071,49,management,married,tertiary,no,-1,yes,no,cellular,18,jul,86,3,-1,0,unknown,0
762083,53,services,married,primary,no,-165,yes,yes,cellular,24,jul,134,2,-1,0,unknown,0
762084,34,blue-collar,married,secondary,no,577,yes,yes,cellular,17,apr,73,2,-1,0,unknown,0
762087,22,admin.,single,secondary,no,897,no,no,cellular,8,nov,509,1,85,1,success,1
762093,57,retired,married,secondary,no,581,no,no,cellular,28,aug,122,4,-1,0,unknown,0
762097,38,blue-collar,married,primary,no,759,yes,no,unknown,20,jun,72,2,-1,0,unknown,0
762115,34,entrepreneur,married,tertiary,no,0,yes,yes,cellular,8,jul,80,1,-1,0,unknown,0
762119,35,services,married,secondary,no,442,yes,yes,unknown,28,may,133,3,-1,0,unknown,0
762123,30,technician,single,tertiary,no,0,no,no,cellular,16,jun,478,1,94,1,success,1
762127,47,blue-collar,married,primary,no,49,yes,no,unknown,15,may,101,1,-1,0,unknown,0
762137,38,blue-collar,married,secondary,no,1422,yes,yes,unknown,2,jun,124,2,-1,0,unknown,0
762141,35,management,married,tertiary,no,1381,no,no,cellular,11,aug,224,2,92,5,other,1
762144,60,blue-collar,married,primary,no,0,no,no,unknown,6,may,97,1,-1,0,unknown,0
762145,41,housemaid,married,primary,no,653,no,no,cellular,8,aug,124,4,-1,0,unknown,0
762153,38,admin.,married,secondary,no,1,yes,yes,unknown,26,may,86,4,-1,0,unknown,0
762167,45,admin.,married,secondary,no,476,yes,no,cellular,29,jul,83,4,-1,0,unknown,0
762169,50,blue-collar,married,primary,no,-19,yes,no,unknown,12,may,61,1,-1,0,unknown,0
762171,47,blue-collar,divorced,unknown,no,5517,yes,yes,cellular,31,jul,85,2,-1,0,unknown,0
762180,37,management,divorced,tertiary,no,549,yes,no,unknown,29,may,83,4,-1,0,unknown,0
762186,71,retired,divorced,tertiary,no,684,no,no,cellular,17,feb,708,1,-1,0,unknown,1
762199,35,blue-collar,married,secondary,no,0,yes,no,unknown,27,may,112,4,-1,0,unknown,0
762201,35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,1,407,3,success,1
762223,58,admin.,married,secondary,no,1454,yes,no,cellular,31,jul,67,2,-1,0,unknown,0
762233,52,blue-collar,divorced,secondary,no,-119,yes,no,unknown,13,may,123,1,-1,0,unknown,0
762236,46,technician,married,secondary,no,0,yes,no,unknown,29,may,48,1,-1,0,unknown,0
762238,37,management,single,tertiary,no,714,yes,no,cellular,18,nov,72,1,-1,0,unknown,0
762240,47,self-employed,married,secondary,no,5,yes,no,cellular,17,nov,65,3,-1,0,unknown,0
762248,34,blue-collar,married,primary,no,-1884,yes,yes,cellular,9,jul,91,1,-1,0,unknown,0
762262,51,technician,married,secondary,no,-1,no,no,cellular,28,aug,64,2,-1,0,unknown,0
762267,50,management,married,tertiary,no,2679,no,no,cellular,3,aug,1195,4,-1,0,unknown,1
762272,55,retired,married,secondary,no,643,no,no,cellular,29,aug,85,2,-1,0,unknown,0
762280,39,management,married,tertiary,no,1423,yes,no,unknown,29,may,7,8,-1,0,unknown,0
762282,58,management,married,tertiary,no,509,yes,no,unknown,15,may,103,4,-1,0,unknown,0
762290,49,technician,married,secondary,no,0,no,no,cellular,28,aug,74,2,-1,0,unknown,0
762291,50,management,married,secondary,no,566,no,no,unknown,17,jun,65,1,-1,0,unknown,0
762292,24,services,single,secondary,no,442,no,no,cellular,30,apr,266,1,-1,0,unknown,1
762293,58,retired,divorced,tertiary,no,3126,no,no,cellular,26,mar,215,2,178,5,success,1
762303,42,blue-collar,married,primary,no,0,yes,yes,cellular,17,nov,59,2,-1,0,unknown,0
762310,56,technician,married,secondary,no,3082,no,no,cellular,8,sep,285,1,-1,0,unknown,1
762313,52,unknown,married,unknown,no,0,no,no,unknown,6,jun,64,1,-1,0,unknown,0
762317,42,services,married,secondary,no,-391,yes,no,cellular,14,jul,122,2,-1,0,unknown,0
762318,60,retired,married,primary,no,0,no,no,unknown,6,jun,89,1,-1,0,unknown,0
762320,35,technician,single,secondary,no,181,yes,no,unknown,28,may,51,2,-1,0,unknown,0
762325,52,management,married,primary,no,8,yes,no,cellular,24,jul,79,2,-1,0,unknown,0
762328,58,retired,married,secondary,no,-257,no,yes,cellular,8,jul,91,4,-1,0,unknown,0
762329,49,blue-collar,married,primary,no,757,yes,no,unknown,27,may,112,4,-1,0,unknown,0
762332,58,services,married,secondary,no,-100,yes,yes,telephone,21,jul,114,1,-1,0,unknown,0
762333,42,blue-collar,married,primary,no,7,yes,no,unknown,13,may,136,3,-1,0,unknown,0
762338,36,technician,single,secondary,no,713,yes,yes,unknown,2,jun,91,3,-1,0,unknown,0
762344,53,management,married,tertiary,no,1144,yes,no,unknown,29,may,81,1,-1,0,unknown,0
762346,44,technician,married,unknown,no,18,yes,no,cellular,31,jul,81,2,-1,0,unknown,0
762350,44,blue-collar,married,primary,no,-119,yes,no,unknown,26,may,121,6,-1,0,unknown,0
762353,80,retired,married,primary,no,1443,no,no,telephone,16,oct,350,1,185,7,success,1
762356,40,blue-collar,married,unknown,no,-345,yes,no,unknown,28,may,7,2,-1,0,unknown,0
762362,42,technician,divorced,secondary,no,0,no,no,cellular,20,aug,74,2,-1,0,unknown,0
762364,47,blue-collar,married,primary,no,0,yes,no,cellular,29,jul,114,3,-1,0,unknown,0
762368,49,blue-collar,married,primary,no,10,no,yes,cellular,31,jul,73,7,-1,0,unknown,0
762370,60,technician,married,unknown,no,473,no,no,unknown,20,may,121,5,-1,0,unknown,0
762387,40,blue-collar,married,secondary,no,-666,yes,yes,unknown,29,may,124,1,-1,0,unknown,0
762390,44,services,married,primary,no,-254,yes,no,unknown,27,may,85,2,-1,0,unknown,0
762395,33,technician,married,secondary,no,-15,yes,no,cellular,28,aug,104,8,-1,0,unknown,0
762400,35,blue-collar,married,primary,no,690,yes,no,unknown,20,may,71,4,-1,0,unknown,0
762413,47,management,married,unknown,no,484,yes,no,cellular,18,may,90,5,355,2,failure,0
762420,38,student,single,unknown,no,1,no,no,cellular,16,feb,261,1,183,1,success,1
762425,47,blue-collar,married,secondary,no,-137,yes,no,telephone,12,may,123,8,-1,0,unknown,0
762433,57,entrepreneur,single,primary,yes,-238,no,no,unknown,19,jun,78,7,-1,0,unknown,0
762435,45,technician,married,secondary,no,869,yes,no,unknown,2,jun,71,1,-1,0,unknown,0
762436,38,blue-collar,married,secondary,no,13360,no,no,unknown,20,jun,124,3,-1,0,unknown,0
762441,32,unemployed,married,secondary,no,8,yes,no,unknown,6,jun,71,4,-1,0,unknown,0
762445,31,blue-collar,married,secondary,no,723,yes,no,unknown,28,may,74,6,-1,0,unknown,0
762453,48,housemaid,married,tertiary,no,0,no,no,cellular,29,jul,65,6,-1,0,unknown,0
762454,56,housemaid,married,primary,no,3,yes,no,cellular,28,jul,7,13,-1,0,unknown,0
762463,49,blue-collar,married,primary,no,-98,yes,no,cellular,14,may,113,4,-1,0,unknown,0
762468,40,blue-collar,married,primary,no,4800,yes,no,unknown,2,jun,50,3,-1,0,unknown,0
762470,36,blue-collar,single,primary,no,0,yes,no,unknown,7,may,102,3,-1,0,unknown,0
762476,47,management,married,tertiary,no,2161,no,no,cellular,15,jun,273,2,183,3,success,1
762479,36,technician,single,secondary,no,-591,yes,no,unknown,23,may,71,1,-1,0,unknown,0
762482,48,technician,divorced,secondary,no,1730,no,no,cellular,2,jun,940,2,-1,0,unknown,1
762483,51,blue-collar,married,primary,no,992,yes,no,unknown,15,may,97,3,-1,0,unknown,0
762484,80,retired,divorced,primary,no,2850,no,no,cellular,13,apr,400,1,196,2,failure,1
762486,41,services,married,secondary,no,260,yes,no,unknown,14,may,133,2,-1,0,unknown,0
762497,51,technician,married,secondary,no,0,yes,no,cellular,14,jul,64,2,-1,0,unknown,0
762510,50,blue-collar,married,primary,no,-3,yes,no,cellular,20,apr,124,3,-1,0,unknown,0
762511,36,blue-collar,married,secondary,no,583,yes,no,unknown,5,may,136,1,-1,0,unknown,0
762527,53,retired,married,secondary,no,136,yes,no,unknown,6,may,136,1,-1,0,unknown,0
762532,44,blue-collar,married,primary,no,481,yes,no,unknown,13,may,95,1,-1,0,unknown,0
762534,60,blue-collar,married,secondary,no,8304,yes,no,unknown,13,may,67,1,-1,0,unknown,0
762537,57,retired,married,primary,no,5,no,no,cellular,8,aug,64,2,-1,0,unknown,0
762541,57,retired,married,primary,no,1588,no,no,cellular,12,aug,1272,5,-1,0,unknown,1
762554,38,admin.,married,secondary,no,945,yes,yes,cellular,29,jan,56,1,241,1,failure,0
762555,57,blue-collar,married,primary,no,624,yes,yes,unknown,15,may,103,1,-1,0,unknown,0
762562,57,blue-collar,married,secondary,no,38,yes,no,unknown,27,may,102,6,-1,0,unknown,0
762568,59,retired,married,secondary,no,0,yes,no,cellular,11,jul,71,1,-1,0,unknown,0
762574,34,management,married,tertiary,no,787,no,yes,cellular,20,nov,68,1,-1,0,unknown,0
762581,49,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,1,188,10,success,1
762587,59,retired,married,unknown,no,0,no,no,unknown,11,jun,92,2,-1,0,unknown,0
762590,31,management,single,tertiary,no,12857,no,no,cellular,4,nov,252,1,91,3,failure,1
762607,40,management,married,tertiary,no,-199,yes,no,unknown,26,may,106,1,-1,0,unknown,0
762608,40,services,married,secondary,no,13,yes,yes,cellular,10,jul,106,1,-1,0,unknown,0
762618,49,blue-collar,married,secondary,no,810,no,no,unknown,9,jun,61,1,-1,0,unknown,0
762621,39,management,married,tertiary,no,578,yes,no,cellular,28,aug,66,2,-1,0,unknown,0
762624,58,technician,married,tertiary,no,684,no,no,cellular,19,aug,77,4,-1,0,unknown,0
762631,32,entrepreneur,married,tertiary,no,0,yes,no,cellular,28,jul,70,5,-1,0,unknown,0
762634,38,management,single,tertiary,no,526,no,yes,unknown,20,jun,83,15,-1,0,unknown,0
762638,38,entrepreneur,married,unknown,no,7,no,no,unknown,5,jun,108,1,-1,0,unknown,0
762654,37,services,married,secondary,no,-31,no,no,cellular,7,jul,70,2,-1,0,unknown,0
762658,43,blue-collar,married,primary,no,-1,yes,no,cellular,31,jul,85,5,-1,0,unknown,0
762659,40,services,married,secondary,no,-350,yes,no,cellular,30,jan,80,1,263,1,failure,0
762668,53,housemaid,married,unknown,no,538,yes,no,cellular,28,jan,80,4,185,8,failure,0
762674,33,management,single,tertiary,no,0,no,no,cellular,29,jan,77,1,-1,0,unknown,0
762682,38,technician,married,unknown,no,1807,yes,no,unknown,29,may,97,1,-1,0,unknown,0
762684,33,blue-collar,married,secondary,no,696,yes,no,cellular,30,jan,80,2,-1,0,unknown,0
762685,37,technician,married,secondary,no,588,yes,no,cellular,26,aug,82,8,-1,0,unknown,0
762691,31,technician,married,secondary,no,33,yes,yes,cellular,28,aug,121,12,-1,0,unknown,0
762697,56,services,married,secondary,no,0,no,no,cellular,9,jul,124,2,-1,0,unknown,0
762702,59,blue-collar,married,primary,yes,-848,yes,no,unknown,13,may,73,1,-1,0,unknown,0
762706,30,management,single,tertiary,no,17,no,no,cellular,20,aug,81,4,-1,0,unknown,0
762707,47,blue-collar,married,primary,no,0,no,no,cellular,12,aug,71,10,-1,0,unknown,0
762723,40,blue-collar,married,secondary,no,438,yes,no,unknown,28,may,129,2,-1,0,unknown,0
762731,52,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,113,1,-1,0,unknown,0
762744,47,management,married,tertiary,no,517,no,no,cellular,26,may,1420,2,-1,0,unknown,1
762746,34,services,married,secondary,no,-18,yes,no,unknown,7,may,113,4,-1,0,unknown,0
762747,45,technician,divorced,secondary,no,-102,yes,no,cellular,17,jul,122,3,-1,0,unknown,0
762752,30,management,married,tertiary,no,0,no,no,cellular,20,aug,63,2,-1,0,unknown,0
762763,33,technician,single,secondary,no,0,no,no,cellular,29,aug,82,4,-1,0,unknown,0
762766,49,blue-collar,married,secondary,no,-97,yes,no,unknown,7,may,128,1,-1,0,unknown,0
762771,49,management,married,tertiary,no,714,yes,no,unknown,28,may,63,2,-1,0,unknown,0
762772,44,unemployed,divorced,primary,no,-444,yes,no,cellular,7,may,159,1,343,1,other,0
762787,36,blue-collar,married,unknown,no,-195,yes,no,unknown,6,may,189,1,-1,0,unknown,0
762788,32,technician,married,tertiary,no,0,no,no,cellular,28,aug,68,4,-1,0,unknown,0
762790,39,services,married,secondary,no,-172,yes,no,unknown,28,may,142,2,-1,0,unknown,0
762798,45,admin.,married,primary,no,215,no,no,unknown,9,jun,71,1,-1,0,unknown,0
762800,34,admin.,divorced,secondary,no,0,yes,no,unknown,28,may,121,2,-1,0,unknown,0
762802,45,blue-collar,married,primary,no,827,yes,no,unknown,14,may,119,3,-1,0,unknown,0
762810,44,blue-collar,married,primary,no,-79,yes,no,unknown,8,may,179,1,-1,0,unknown,0
762817,57,management,married,primary,no,-171,yes,no,unknown,7,may,123,1,-1,0,unknown,0
762823,50,technician,divorced,secondary,no,0,yes,no,cellular,24,jul,71,3,-1,0,unknown,0
762832,57,retired,married,secondary,no,0,no,no,cellular,18,aug,68,5,-1,0,unknown,0
762838,47,services,married,secondary,no,0,no,no,unknown,27,may,89,3,-1,0,unknown,0
762839,38,blue-collar,married,secondary,no,5,no,no,unknown,17,jun,64,2,-1,0,unknown,0
762844,32,technician,single,secondary,no,0,no,no,cellular,28,aug,74,4,-1,0,unknown,0
762846,52,admin.,married,secondary,no,4,yes,yes,cellular,24,jul,85,1,-1,0,unknown,0
762852,31,blue-collar,married,secondary,no,419,yes,no,unknown,12,may,90,2,-1,0,unknown,0
762853,46,housemaid,married,primary,no,985,no,no,telephone,29,aug,77,2,-1,0,unknown,0
762854,49,blue-collar,married,primary,no,0,no,no,cellular,6,aug,1439,6,-1,0,unknown,1
762859,53,retired,married,secondary,no,1326,no,yes,cellular,9,jul,79,4,-1,0,unknown,0
762862,47,blue-collar,married,primary,no,0,no,no,unknown,11,jun,67,2,-1,0,unknown,0
762867,40,services,married,secondary,no,-271,yes,no,cellular,2,feb,69,1,271,3,failure,0
762873,52,management,divorced,tertiary,no,-119,no,yes,cellular,18,nov,57,1,-1,0,unknown,0
762879,30,technician,married,secondary,no,-2,yes,yes,cellular,24,jul,82,1,-1,0,unknown,0
762880,37,technician,married,secondary,no,0,yes,no,cellular,2,jun,315,2,96,2,success,1
762891,47,services,married,secondary,no,16,yes,no,unknown,14,may,162,3,-1,0,unknown,0
762897,48,management,married,tertiary,no,-119,yes,no,cellular,11,may,79,4,368,1,failure,0
762901,36,management,married,tertiary,no,935,yes,no,cellular,25,mar,208,2,183,3,success,1
762905,42,blue-collar,married,primary,no,714,yes,no,unknown,29,may,38,2,-1,0,unknown,0
762915,51,blue-collar,married,primary,no,5,yes,no,telephone,31,jul,81,4,-1,0,unknown,0
762918,46,technician,married,secondary,no,2847,yes,no,cellular,19,nov,1492,1,97,16,failure,1
762923,35,technician,married,secondary,no,614,yes,no,unknown,2,jun,72,1,-1,0,unknown,0
762925,42,management,married,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,0
762926,41,management,single,tertiary,no,6551,no,no,cellular,5,mar,229,1,-1,0,unknown,1
762937,32,technician,married,secondary,no,57,yes,no,unknown,21,may,67,2,-1,0,unknown,0
762942,31,blue-collar,married,secondary,no,498,yes,no,telephone,18,nov,51,2,-1,0,unknown,0
762951,48,housemaid,married,secondary,no,3,no,yes,cellular,19,aug,64,2,-1,0,unknown,0
762954,31,services,married,secondary,no,976,no,no,cellular,4,may,222,1,91,4,success,1
762956,30,blue-collar,single,secondary,yes,-470,yes,yes,cellular,6,may,93,1,167,1,failure,0
762957,32,blue-collar,married,secondary,no,49,yes,no,unknown,20,may,124,2,-1,0,unknown,0
762960,53,technician,divorced,secondary,no,-1038,no,yes,cellular,18,jul,85,1,-1,0,unknown,0
762963,38,entrepreneur,married,secondary,no,-271,yes,yes,unknown,20,jun,9,9,-1,0,unknown,0
762968,55,management,married,primary,no,477,no,no,unknown,18,jun,68,1,-1,0,unknown,0
762976,36,blue-collar,married,secondary,no,53,no,no,cellular,5,feb,1805,3,-1,0,unknown,1
762981,57,admin.,divorced,secondary,no,434,yes,yes,cellular,28,jul,83,4,-1,0,unknown,0
762987,38,blue-collar,married,primary,no,732,yes,no,unknown,27,may,124,2,-1,0,unknown,0
762988,36,admin.,married,secondary,no,1034,yes,no,unknown,30,may,80,2,-1,0,unknown,0
762995,43,technician,married,secondary,no,0,no,no,cellular,18,aug,72,1,-1,0,unknown,0
762997,53,services,single,unknown,no,797,yes,no,unknown,6,may,97,1,-1,0,unknown,0
763008,52,blue-collar,divorced,secondary,no,1455,yes,yes,cellular,8,may,57,1,368,2,failure,0
763010,37,management,married,tertiary,no,101,yes,no,cellular,18,nov,70,1,-1,0,unknown,0
763012,54,management,married,tertiary,no,-1882,yes,yes,cellular,31,jul,81,3,-1,0,unknown,0
763021,48,blue-collar,married,secondary,no,732,yes,no,unknown,2,jun,139,7,-1,0,unknown,0
763023,45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,82,2,110,1,failure,0
763024,44,blue-collar,married,secondary,no,1758,yes,no,unknown,15,may,72,2,-1,0,unknown,0
763027,70,technician,married,secondary,no,0,no,no,cellular,27,jan,694,3,92,5,success,1
763036,35,management,married,tertiary,no,0,no,yes,unknown,27,may,62,5,-1,0,unknown,0
763037,51,unemployed,married,tertiary,no,982,no,no,unknown,29,may,71,1,-1,0,unknown,0
763038,32,services,single,secondary,no,-189,yes,yes,unknown,2,jun,76,2,-1,0,unknown,0
763039,43,management,married,secondary,yes,-868,yes,yes,cellular,29,jul,92,2,-1,0,unknown,0
763040,29,blue-collar,married,secondary,no,0,yes,yes,unknown,13,may,135,1,-1,0,unknown,0
763043,41,blue-collar,married,secondary,no,-874,no,yes,cellular,7,jul,111,1,-1,0,unknown,0
763050,54,blue-collar,married,secondary,no,656,no,yes,cellular,22,jul,106,5,-1,0,unknown,0
763054,32,admin.,married,primary,no,-1272,yes,no,unknown,6,jun,104,5,-1,0,unknown,0
